"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"196538","occ","","","20233","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196544","occ","","","20234","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196566","occ","","","20241","Prodipodomys","genus","41689","Irvingtonian","","1.8","0.3","2725"
"196576","occ","","","20244","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196581","occ","","","20245","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196594","occ","","","20248","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196599","occ","","","20249","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196602","occ","","","20251","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"196923","occ","9370","","20295","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"196925","occ","","","20295","Dipodomys ordii","species","45830","Irvingtonian","","1.8","0.3","1907"
"196972","occ","","","20298","Dipodomys","genus","41678","Blancan","Irvingtonian","4.9","0.3","2725"
"197243","occ","9435","","20318","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"197274","occ","","","20319","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","939"
"197362","occ","","","20327","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","1400"
"197387","occ","9458","","20332","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"197429","occ","9468","","20341","Dipodomys gidleyi","species","45823","Irvingtonian","","1.8","0.3","2040"
"197472","occ","9489","","20344","Dipodomys gidleyi","species","45823","Irvingtonian","","1.8","0.3","6294"
"197660","occ","","","20360","Dipodomys ordii","species","45830","Middle Pleistocene","","0.781","0.126","2939"
"197713","occ","","","20374","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2891"
"197880","occ","","","20389","Prodipodomys idahoensis","species","50759","Irvingtonian","","1.8","0.3","2441"
"197908","occ","9590","","20390","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"197939","occ","9597","","20391","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"198101","occ","","","20413","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","6202"
"198214","occ","","","20427","Perognathus gidleyi","species","50204","Irvingtonian","","1.8","0.3","1463"
"198215","occ","","","20427","Perognathus pearlettensis","species","50219","Irvingtonian","","1.8","0.3","1463"
"198300","occ","","","20442","Prodipodomys idahoensis","species","50759","Irvingtonian","","1.8","0.3","2887"
"198359","occ","","","20454","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"198385","occ","","","20460","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"198401","occ","","","20464","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"198413","occ","","","20470","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"198420","occ","","","20472","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2725"
"198836","occ","","","20515","Dipodomys merriami","species","45828","Irvingtonian","","1.8","0.3","2879"
"198837","occ","","","20515","Dipodomys deserti","species","45822","Irvingtonian","","1.8","0.3","2879"
"198896","occ","","","20523","Perognathus pearlettensis","species","50219","Irvingtonian","","1.8","0.3","2431"
"198927","occ","","","20528","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","2887"
"198947","occ","9785","","20530","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6294"
"198948","occ","","","20530","Perognathus","genus","41688","Irvingtonian","","1.8","0.3","6202"
"198949","occ","9786","","20530","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","6202"
"199005","occ","","","20542","Dipodomys","genus","41678","Irvingtonian","Rancholabrean","1.8","0.012","2018"
"199138","occ","9827","","20560","Chaetodipus hispidus","species","50207","Irvingtonian","","1.8","0.3","6202"
"199551","occ","9876","","20605","Chaetodipus hispidus","species","50207","Late Pleistocene","","0.126","0.0117","6294"
"199553","occ","","","20605","Dipodomys ordii","species","45830","Late Pleistocene","","0.126","0.0117","1907"
"199572","occ","","","20607","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","2018"
"199666","occ","9892","","20617","Chaetodipus hispidus","species","50207","Late Pleistocene","","0.126","0.0117","6294"
"199677","occ","","","20619","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","1793"
"199700","occ","","","20622","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","2018"
"199712","occ","9897","","20623","Chaetodipus formosus","species","50202","Late Pleistocene","","0.126","0.0117","6294"
"199713","occ","","","20623","Dipodomys agilis","species","45820","Late Pleistocene","","0.126","0.0117","2018"
"199794","occ","","","20633","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","3477"
"199945","occ","","","20644","Heteromyidae","family","41673","Late Pleistocene","","0.126","0.0117","2018"
"270974","occ","","","26019","Stratimus strobeli","species","51825","Hemingfordian","","20.43","15.97","2152"
"277264","occ","","","26548","Perognathus","genus","41688","Irvingtonian","","1.8","0.3","7291"
"287256","occ","","","18165","Cupidinimus","genus","41676","Barstovian","","15.97","13.6","7564"
"287257","occ","10122","","18165","Diprionomys agrarius","species","45848","Barstovian","","15.97","13.6","2132"
"287813","occ","","","27481","Cupidinimus","genus","41676","Barstovian","","15.97","13.6","733"
"295241","occ","","","28221","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","7718"
"295256","occ","","","28223","Dipodomys","genus","41678","Irvingtonian","","1.8","0.3","7718"
"295302","occ","","","28237","Perognathus","genus","41688","Blancan","","4.9","1.8","7756"
"393058","occ","","","37802","Perognathus","genus","41688","Late Clarendonian","","13.6","10.3","10078"
"536637","occ","","","55530","Heteromyidae","family","41673","Burdigalian","","20.44","15.97","14997"
"599802","occ","","","63711","Heteromyidae","family","41673","Holocene","","0.0117","0","18308"
"599808","occ","","","63710","Dipodomys","genus","41678","Holocene","","0.0117","0","18308"
"599809","occ","","","63710","Heteromyidae","family","41673","Holocene","","0.0117","0","18308"
"599828","occ","","","63708","Dipodomys merriami","species","45828","Holocene","","0.0117","0","18308"
"599829","occ","","","63708","Dipodomys","genus","41678","Holocene","","0.0117","0","18308"
"599830","occ","","","63708","Heteromyidae","family","41673","Holocene","","0.0117","0","18308"
"599849","occ","","","63724","Dipodomys","genus","41678","Holocene","","0.0117","0","18307"
"599850","occ","","","63724","Heteromyidae","family","41673","Holocene","","0.0117","0","18307"
"599862","occ","","","63723","Heteromyidae","family","41673","Holocene","","0.0117","0","18307"
"599912","occ","","","63715","Dipodomys merriami","species","45828","Holocene","","0.0117","0","18307"
"599932","occ","","","63725","Heteromyidae","family","41673","Holocene","","0.0117","0","18307"
"647055","occ","","","17709","Proharrymys fedti","species","50772","Geringian","","30.8","26.3","19303"
"647056","occ","31387","","17709","Proharrymys wahlerti","species","322048","Geringian","","30.8","26.3","55528"
"647057","occ","","","17709","Proharrymys schlaikjeri","species","46829","Geringian","","30.8","26.3","19303"
"647076","occ","","","67637","Proheteromys","genus","41690","Monroecreekian","","26.3","24.8","19303"
"647083","occ","","","67637","Schizodontomys harkseni","species","46719","Monroecreekian","","26.3","24.8","19303"
"647088","occ","","","67638","Proheteromys","genus","41690","Harrisonian","","24.8","20.43","19303"
"648260","occ","","","28043","Mookomys","genus","41685","Harrisonian","","24.8","20.43","19303"
"648294","occ","","","17843","Cupidinimus","genus","41676","Harrisonian","","24.8","20.43","19303"
"648716","occ","","","69806","Proheteromys","genus","41690","Harrisonian","","24.8","20.43","19303"
"648724","occ","","","69806","Mookomys","genus","41685","Harrisonian","","24.8","20.43","19303"
"648725","occ","","","69806","Dikkomys matthewi","species","45737","Harrisonian","","24.8","20.43","19303"
"648733","occ","","","69807","Proheteromys","genus","41690","Harrisonian","","24.8","20.43","19303"
"648737","occ","","","69807","Schizodontomys harkseni","species","46719","Harrisonian","","24.8","20.43","19303"
"648739","occ","","","69807","Harrymys","genus","41681","Harrisonian","","24.8","20.43","19303"
"648750","occ","","","69808","Proheteromys","genus","41690","Early Hemingfordian","","20.43","15.97","19303"
"648751","occ","","","69808","Mookomys","genus","41685","Early Hemingfordian","","20.43","15.97","19303"
"648752","occ","","","69808","Schizodontomys amnicolus","species","51447","Early Hemingfordian","","20.43","15.97","19303"
"648753","occ","","","69808","Stratimus strobeli","species","51825","Early Hemingfordian","","20.43","15.97","19303"
"648754","occ","","","69808","Harrymys magnus","species","50779","Early Hemingfordian","","20.43","15.97","19303"
"648764","occ","","","69915","Proheteromys","genus","41690","Early Hemingfordian","","20.43","15.97","19303"
"648765","occ","","","69915","Schizodontomys amnicolus","species","51447","Early Hemingfordian","","20.43","15.97","19303"
"648766","occ","","","69915","Harrymys magnus","species","50779","Early Hemingfordian","","20.43","15.97","19303"
"648773","occ","","","69916","Mookomys","genus","41685","Early Hemingfordian","","20.43","15.97","19303"
"648774","occ","","","69916","Stratimus","genus","41692","Early Hemingfordian","","20.43","15.97","19303"
"648775","occ","","","69916","Dikkomys matthewi","species","45737","Early Hemingfordian","","20.43","15.97","19303"
"648782","occ","","","26019","Harrymys magnus","species","50779","Hemingfordian","","20.43","15.97","19303"
"648788","occ","","","17892","Proheteromys","genus","41690","Hemingfordian","","20.43","15.97","19303"
"648789","occ","","","17892","Harrymys magnus","species","50779","Hemingfordian","","20.43","15.97","19303"
"648807","occ","","","17963","Proheteromys","genus","41690","Hemingfordian","","20.43","15.97","19303"
"648808","occ","","","17963","Schizodontomys amnicolus","species","51447","Hemingfordian","","20.43","15.97","19303"
"648819","occ","","","17889","Proheteromys","genus","41690","Late Hemingfordian","","20.43","15.97","19303"
"648820","occ","","","17889","Peridiomys rusticus","species","50165","Late Hemingfordian","","20.43","15.97","19303"
"648821","occ","","","17889","Schizodontomys","genus","41691","Late Hemingfordian","","20.43","15.97","19303"
"648961","occ","","","20540","Dipodomys","genus","41678","Blancan","","4.9","1.8","23541"
"661465","occ","","","71263","Dipodomys","genus","41678","Late Pleistocene","Holocene","0.126","0","24053"
"661466","occ","","","71263","Perognathus","genus","41688","Late Pleistocene","Holocene","0.126","0","24053"
"661499","occ","","","71264","Chaetodipus hispidus","species","50207","Late Pleistocene","","0.126","0.0117","24062"
"661500","occ","","","71264","Perognathus huastecensis","species","160969","Late Pleistocene","","0.126","0.0117","24062"
"661501","occ","","","71264","Liomys irroratus","species","46953","Late Pleistocene","","0.126","0.0117","24062"
"661873","occ","","","71308","Liomys irroratus","species","46953","Late Pleistocene","","0.126","0.0117","24035"
"662208","occ","","","71345","Liomys irroratus","species","46953","Late Pleistocene","","0.126","0.0117","24078"
"691196","occ","","","74473","Chaetodipus hispidus","species","50207","Late Pleistocene","","0.126","0.0117","1326"
"691197","occ","","","74473","Perognathus","genus","41688","Late Pleistocene","","0.126","0.0117","1326"
"691198","occ","","","74473","Perognathus flavus","species","50200","Late Pleistocene","","0.126","0.0117","1326"
"691199","occ","","","74473","Dipodomys ordii","species","45830","Late Pleistocene","","0.126","0.0117","1326"
"691200","occ","","","74473","Dipodomys merriami","species","45828","Late Pleistocene","","0.126","0.0117","1326"
"691201","occ","","","74473","Dipodomys spectabilis","species","45832","Late Pleistocene","","0.126","0.0117","1326"
"691235","occ","","","74474","Chaetodipus hispidus","species","50207","Holocene","","0.0117","0","1326"
"691236","occ","","","74474","Perognathus flavus","species","50200","Holocene","","0.0117","0","1326"
"691237","occ","","","74474","Dipodomys ordii","species","45830","Holocene","","0.0117","0","1326"
"691238","occ","","","74474","Dipodomys merriami","species","45828","Holocene","","0.0117","0","1326"
"691239","occ","","","74474","Dipodomys spectabilis","species","45832","Holocene","","0.0117","0","1326"
"709936","occ","","","76059","Perognathus","genus","41688","Late Pleistocene","","0.126","0.0117","25748"
"709937","occ","","","76059","Perognathus","genus","41688","Late Pleistocene","","0.126","0.0117","25748"
"709938","occ","","","76059","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","25748"
"710015","occ","","","76060","Perognathus flavus","species","50200","Late Pleistocene","","0.126","0.0117","25748"
"710031","occ","","","76060","Perognathus","genus","41688","Late Pleistocene","","0.126","0.0117","25748"
"710032","occ","","","76060","Dipodomys spectabilis","species","45832","Late Pleistocene","","0.126","0.0117","25748"
"740579","occ","","","79632","Chaetodipus hispidus","species","50207","Late Pleistocene","","0.126","0.0117","26750"
"839032","occ","","","93140","Dipodomys","genus","41678","Late Pleistocene","","0.126","0.0117","31471"
"839033","occ","","","93140","Perognathus","genus","41688","Late Pleistocene","","0.126","0.0117","31471"
"839066","occ","","","93141","Perognathus flavus","species","50200","Late Pleistocene","","0.126","0.0117","31472"
"839067","occ","","","93141","Chaetodipus intermedius","species","50209","Late Pleistocene","","0.126","0.0117","31472"
"839068","occ","","","93141","Dipodomys ordii","species","45830","Late Pleistocene","","0.126","0.0117","31472"
"839069","occ","","","93141","Dipodomys spectabilis","species","45832","Late Pleistocene","","0.126","0.0117","31472"
"839070","occ","","","93141","Dipodomys merriami","species","45828","Late Pleistocene","","0.126","0.0117","31472"
"841259","occ","","","93258","Chaetodipus intermedius","species","50209","Pleistocene","Holocene","2.588","0","31531"
"841428","occ","","","93281","Dipodomys ordii montanus","subspecies","161539","Late Pleistocene","","0.126","0.0117","31547"
"841696","occ","","","93326","Chaetodipus formosus","species","50202","Late Pleistocene","Holocene","0.126","0","31567"
"841698","occ","","","93326","Dipodomys microps","species","161715","Late Pleistocene","Holocene","0.126","0","31567"
"841952","occ","22694","","93374","Perognathus","genus","41688","Late Pleistocene","Holocene","0.126","0","31458"
"841953","occ","","","93374","Dipodomys spectabilis","species","45832","Late Pleistocene","Holocene","0.126","0","31595"
"847951","occ","","","94334","Metaliomys sevierensis","species","163517","Hemphillian","","10.3","4.9","32080"
"847952","occ","","","94334","Diprionomys minimus","species","46117","Hemphillian","","10.3","4.9","32080"
"847956","occ","","","19095","Diprionomys minimus","species","46117","Hemphillian","","10.3","4.9","32080"
"1202951","occ","","","144879","Proheteromys","genus","41690","Early Hemingfordian","","20.43","15.97","50863"
"1207911","occ","","","18803","Cupidinimus halli","species","50181","Early Barstovian","","15.97","13.6","51386"
"1263571","occ","","","167827","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263576","occ","","","167828","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263617","occ","","","167832","Proheteromys","genus","41690","late Late Arikareean","","30.8","20.43","54866"
"1263618","occ","","","167832","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263638","occ","","","167839","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263647","occ","","","167840","Cupidinimus lindsayi","species","45392","Early Hemingfordian","","20.43","15.97","54866"
"1263678","occ","","","167842","Cupidinimus lindsayi","species","45392","Early Hemingfordian","","20.43","15.97","54866"
"1263684","occ","","","167843","Proheteromys","genus","41690","late Late Arikareean","","30.8","20.43","54866"
"1263685","occ","","","167843","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263688","occ","","","167844","Proheteromys","genus","41690","Early Hemingfordian","","20.43","15.97","54210"
"1263689","occ","","","167844","Schizodontomys","genus","41691","Early Hemingfordian","","20.43","15.97","54210"
"1263692","occ","","","167845","Cupidinimus lindsayi","species","45392","Early Hemingfordian","","20.43","15.97","54210"
"1263693","occ","","","167845","Proheteromys","genus","41690","Early Hemingfordian","","20.43","15.97","54210"
"1263694","occ","","","167845","Schizodontomys","genus","41691","Early Hemingfordian","","20.43","15.97","54210"
"1263700","occ","","","167847","Proheteromys","genus","41690","early Early Arikareean","","30.8","20.43","54866"
"1263707","occ","","","167848","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263714","occ","","","167849","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263719","occ","","","167850","Proheteromys","genus","41690","late Late Arikareean","","30.8","20.43","54866"
"1263720","occ","","","167850","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263725","occ","","","167851","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263730","occ","","","167852","Proheteromys","genus","41690","late Late Arikareean","","30.8","20.43","54866"
"1263731","occ","","","167852","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263740","occ","","","167853","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263744","occ","","","167854","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263747","occ","","","167855","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1263753","occ","","","167856","Schizodontomys","genus","41691","late Late Arikareean","","30.8","20.43","54866"
"1264696","occ","","","36856","Schizodontomys","genus","41691","early Late Arikareean","","30.8","20.43","9853"
"1281532","occ","","","170168","Proharrymys wahlerti","species","322048","Whitneyan","","33.3","30.8","55534"
"1281590","occ","","","170191","Perognathus","genus","41688","Hemphillian","","10.3","4.9","55527"
"1282375","occ","","","170308","Schizodontomys greeni","species","51448","late Late Arikareean","","30.8","20.43","9853"
"1307619","occ","","","175251","Proharrymys","genus","322044","Arikareean","","30.8","20.43","57274"
"1307620","occ","","","175251","Proheteromys","genus","41690","Arikareean","","30.8","20.43","57274"
"1317387","occ","","","17976","Mookomys","genus","41685","Early Barstovian","","15.97","13.6","58390"
"1317388","occ","","","17976","Mioheteromys subterior","species","337670","Early Barstovian","","15.97","13.6","58390"
"1321767","occ","","","19233","Proheteromys sulculus","species","50785","Miocene","","23.03","5.333","58824"
"1343149","occ","","","181731","Heteromyidae","family","41673","Barstovian","","15.97","13.6","60424"
"1353035","occ","","","183460","Dipodomys","genus","41678","Rancholabrean","","0.3","0.012","61266"
