it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	
140000	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.13215139740964701	0.15985136090954599	0.15985136090954599	0.15985136090954599	0.15985136090954599	0.15985136090954599	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	0.15439129393977957	1.0917693995845068	1.0917693995845068	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.17950051409668316	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.069819205529176892	0.053821973787380309	0.053821973787380309	0.053821973787380309	0.053821973787380309	0.053821973787380309	-0.95961800217485982	-0.95961800217485982	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	-0.047349116687036147	0.062332191880470122	0.0900321553803691	0.0900321553803691	0.0900321553803691	0.0900321553803691	0.0900321553803691	0.08457208841060268	0.08457208841060268	0.08457208841060268	0.08457208841060268	0.08457208841060268	0.08457208841060268	0.08457208841060268	0.10056932015239926	0.10056932015239926	0.10056932015239926	0.10056932015239926	0.10056932015239926
141000	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	0.18198829570207381	1.11770354793265	1.11770354793265	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.17788560708155052	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.040734835292309993	0.057292610014397644	0.057292610014397644	0.057292610014397644	0.057292610014397644	-0.93571525223057628	-0.93571525223057628	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.0041026886205232926	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.14125346040976383	0.12469568568767617	0.12469568568767617	0.12469568568767617	0.12469568568767617
142000	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	0.18582155051119317	1.281470320434831	1.281470320434831	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.24886213886088801	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.047953433043835786	0.065274628238714577	0.065274628238714577	0.065274628238714577	0.065274628238714577	-1.0956487699236379	-1.0956487699236379	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	-0.063040588349694837	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.13786811746735739	0.1205469222724786	0.1205469222724786	0.1205469222724786	0.1205469222724786
143000	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	0.16004201670415044	1.0341746947181418	1.0341746947181418	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.2171541098887273	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.046948720705111184	0.048425844242991047	0.048425844242991047	0.048425844242991047	0.048425844242991047	0.048425844242991047	-0.87413267801399142	-0.87413267801399142	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	-0.057112093184576856	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.11309329599903925	0.1116161724611594	0.1116161724611594	0.1116161724611594	0.1116161724611594	0.1116161724611594
144000	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	0.2048233821207478	1.9370616095989668	1.9370616095989668	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.16343301708941144	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.057806034804688752	0.029769949440079772	0.029769949440079772	0.029769949440079772	-1.7322382274782191	-1.7322382274782191	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.041390365031336362	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.14701734731605903	0.17505343268066803	0.17505343268066803	0.17505343268066803
145000	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	0.17294290794820413	1.0670950349685191	1.0670950349685191	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.18702648335566519	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.086968153530238318	0.04465253449701044	0.04465253449701044	0.04465253449701044	-0.89415212702031499	-0.89415212702031499	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	-0.014083575407461052	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.085974754417965815	0.12829037345119371	0.12829037345119371	0.12829037345119371
146000	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	0.16277494063236136	1.2498740549638447	1.2498740549638447	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.21308627600105817	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.058244310934798503	0.041246143663034023	0.041246143663034023	0.041246143663034023	-1.0870991143314834	-1.0870991143314834	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	-0.050311335368696808	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.10453062969756285	0.12152879696932734	0.12152879696932734	0.12152879696932734
147000	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.19572747632404747	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.18835327767840979	0.67020527453064616	1.6559074679669716	1.6559074679669716	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.19741284065912085	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.094571449683000727	0.040756331699411584	0.040756331699411584	0.040756331699411584	0.040756331699411584	-1.4601799916429241	-1.4601799916429241	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	-0.0016853643350733805	0.10115602664104674	0.10115602664104674	0.10115602664104674	0.10115602664104674	0.10115602664104674	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.093781827995409059	0.1475969459789982	0.1475969459789982	0.1475969459789982	0.62944894283123454
148000	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	0.17279837790970382	1.5893462413411752	1.5893462413411752	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.19108505829285666	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.033296814563783937	0.031311334383615254	0.031311334383615254	-1.4165478634314714	-1.4165478634314714	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	-0.018286680383152842	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.13950156334591987	0.14148704352608857	0.14148704352608857
149000	0.25764867969861788	0.25764867969861788	0.25764867969861788	0.25764867969861788	0.25764867969861788	0.25764867969861788	0.25764867969861788	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.10457459932951683	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.1712967646178617	0.38423159593832856	1.6312433644096755	1.6312433644096755	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.20178748879511366	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.045285635065090396	0.0088815714386350775	0.0088815714386350775	0.0088815714386350775	-1.3735946847110576	-1.3735946847110576	0.055861190903504221	0.055861190903504221	0.055861190903504221	0.055861190903504221	0.055861190903504221	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.097212889465596822	-0.03049072417725196	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.1260111295527713	0.16241519317922662	0.16241519317922662	0.37535002449969346
150000	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	0.19868839761716359	1.0731987997836883	1.0731987997836883	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.18090311879635096	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	0.049490143160915191	-0.87451040216652465	-0.87451040216652465	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.017785278820812628	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484	0.1491982544562484
151000	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.14096722044415394	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.18150458773945752	0.16348876027023285	0.16348876027023285	0.16348876027023285	0.16348876027023285	0.16348876027023285	0.16348876027023285	0.16348876027023285	0.16348876027023285	1.5229912447780678	1.5229912447780678	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.18581854379920387	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	0.053225421533744481	-1.3820240243339139	-1.3820240243339139	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	-0.044851323355049932	0.087741798910409452	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.12827916620571303	0.11026333873648836	0.11026333873648836	0.11026333873648836	0.11026333873648836	0.11026333873648836	0.11026333873648836	0.11026333873648836	0.11026333873648836
152000	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	0.16240778999317468	1.8369844347481878	1.8369844347481878	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.17288054714060158	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	0.054525650735093682	-1.6745766447550132	-1.6745766447550132	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	-0.010472757147426903	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099	0.10788213925808099
153000	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	0.17889489016550572	1.2899329510756379	1.2899329510756379	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.18944290385987897	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	0.073816407068642856	-1.1110380609101322	-1.1110380609101322	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	-0.010548013694373248	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287	0.10507848309686287
