it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	
10000	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	0.1907505710690536	1.2848315889119586	1.2848315889119586	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.20247608396460925	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	0.053806242913979355	-1.094081017842905	-1.094081017842905	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	-0.011725512895555651	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424	0.13694432815507424
11000	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	0.17817248085120019	1.1852077166741164	1.1852077166741164	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.19301420464542815	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	0.031036915709210602	-1.0070352358229162	-1.0070352358229162	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	-0.014841723794227962	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958	0.14713556514198958
12000	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.19807216180345863	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	0.18699330770253958	1.673673919243837	1.673673919243837	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.24422225138784789	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	0.040685952941802377	-1.4756017574403784	-1.4756017574403784	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	-0.046150089584389264	0.15738620886165625	0.15738620886165625	0.15738620886165625	0.15738620886165625	0.15738620886165625	0.15738620886165625	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372	0.1463073547607372
13000	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	0.16417473993313639	2.0499271273231212	2.0499271273231212	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.24299010372931723	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	0.04435546580323791	-1.8857523873899849	-1.8857523873899849	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	-0.078815363796180843	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848	0.11981927412989848
14000	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16192345883156906	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	0.16370727214502784	1.8065830699226844	1.8065830699226844	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.21455872537410273	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	0.064513959369130638	-1.6446596110911154	-1.6446596110911154	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	-0.052635266542533671	0.097409499462438418	0.097409499462438418	0.097409499462438418	0.097409499462438418	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199	0.099193312775897199
15000	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	0.16818918045257084	1.1096905469451441	1.1096905469451441	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.21329909782739417	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	0.051968980353723174	-0.94150136649257332	-0.94150136649257332	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	-0.045109917374823338	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766	0.11622020009884766
16000	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	0.2321915777611569	1.0942235814132319	1.0942235814132319	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.24197686810253977	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	0.070760347755903577	-0.862032003652075	-0.862032003652075	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	-0.0097852903413828685	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333	0.16143123000525333
17000	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	0.17790214437619278	2.0020290768103535	2.0020290768103535	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.21547638321028881	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	0.040007135824824853	-1.8241269324341607	-1.8241269324341607	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	-0.037574238834096024	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794	0.13789500855136794
18000	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	0.17706114372300683	1.2203472801427986	1.2203472801427986	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.18891084238657743	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	0.042286074576506301	-1.0432861364197918	-1.0432861364197918	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	-0.011849698663570607	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053	0.13477506914650053
19000	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	0.15364400751089013	1.8907775228683366	1.8907775228683366	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.22093295655738446	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	0.057446713292109271	-1.7371335153574465	-1.7371335153574465	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	-0.067288949046494323	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871	0.096197294218780871
20000	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	0.16567954448847649	1.214616921232218	1.214616921232218	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.19141576490899018	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	0.05994918671420419	-1.0489373767437415	-1.0489373767437415	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	-0.025736220420513684	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231	0.10573035777427231
21000	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.15308063256474788	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.16464373687049738	0.65238395045349395	0.65238395045349395	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.22810167906468154	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	0.078203355278899378	-0.49930331788874605	-0.49930331788874605	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.075021046499933658	-0.063457942194184158	-0.063457942194184158	-0.063457942194184158	-0.063457942194184158	-0.063457942194184158	-0.063457942194184158	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003	0.086440381591598003
22000	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	0.16324317764658844	1.3940327080819128	1.3940327080819128	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.1671329789670864	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	0.064669027698313619	-1.2307895304353245	-1.2307895304353245	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	-0.0038898013204979598	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482	0.09857414994827482
